,시도,시군구,이름,셀프,고급휘발유,보통휘발유,경유,실내등유
5791,충북,옥천군,장야주유소,,,"1,559","1,399","1,200"
5792,충북,옥천군,옥천향수주유소,,,"1,559","1,399","1,200"
5793,충북,옥천군,동원주유소,,,"1,559","1,409","1,200"
5794,충북,옥천군,원각주유소,셀프,,"1,569","1,409","1,200"
5795,충북,옥천군,세산주유소,셀프,,"1,569","1,409","1,250"
5796,충북,옥천군,강산주유소,,,"1,579","1,409","1,200"
5797,충북,옥천군,이원주유소,,,"1,595","1,425","1,200"
5798,충북,옥천군,(주)증약주유소,셀프,,"1,575","1,425","1,250"
5799,충북,옥천군,석화공단주유소,,,"1,595","1,425","1,200"
5800,충북,옥천군,충북주유소,셀프,,"1,569","1,429","1,200"
5801,충북,옥천군,옥천톨게이트주유소,셀프,"1,893","1,569","1,429","1,300"
5802,충북,옥천군,옥천농장주유소,셀프,,"1,579","1,439","1,200"
5803,충북,옥천군,내트럭(주)옥천사업소,,,"1,579","1,439",
5804,충북,옥천군,화성주유소,셀프,,"1,578","1,448","1,125"
5805,충북,옥천군,대광주유소,,,"1,609","1,449","1,250"
5806,충북,옥천군,동부주유소,,,"1,609","1,459","1,250"
5807,충북,옥천군,매화주유소,,,"1,609","1,459","1,250"
5808,충북,옥천군,옥천사랑주유소,셀프,,"1,629","1,459","1,400"
5809,충북,옥천군,문정주유소,,,"1,629","1,469","1,300"
5810,충북,옥천군,읍내주유소,,,"1,629","1,479","1,250"
5811,충북,옥천군,안남주유소,,,"1,629","1,479","1,250"
5812,충북,옥천군,금강주유소,,,"1,590","1,490","1,300"
5813,충북,옥천군,우리주유소,셀프,,"1,595","1,495","1,200"
5814,충북,옥천군,이백주유소,,,"1,768","1,628","1,250"
5815,충북,옥천군,153주유소,,,"1,885","1,785",
5816,충북,음성군,한국도로공사 음성(남이)주유/충전소,셀프,,"1,522","1,358",
5817,충북,음성군,(주)바이오시스 금왕(제천)주유소/충전소,셀프,,"1,528","1,358",
5818,충북,음성군,(주)바이오시스 금왕(평택)주유소/충전소,셀프,,"1,528","1,358",
5819,충북,음성군,대보디앤에스(주) 음성(하남)주유소,셀프,"1,990","1,521","1,359",
5820,충북,음성군,주식회사 구도일,셀프,,"1,566","1,369",
5821,충북,음성군,상평주유소,셀프,"1,790","1,539","1,369","1,200"
5822,충북,음성군,하람주유소,셀프,,"1,798","1,378",
5823,충북,음성군,서울셀프주유소,셀프,,"1,578","1,378",
5824,충북,음성군,백마산주유소,셀프,,"1,588","1,385",
5825,충북,음성군,음성셀프주유소,셀프,,"1,587","1,387",
5826,충북,음성군,퍼스트셀프주유소,셀프,,"1,578","1,394",
5827,충북,음성군,씨앤에스유통(주) 광원주유소,셀프,,"1,585","1,395",
5828,충북,음성군,제일주유소,셀프,,"1,595","1,395","1,230"
5829,충북,음성군,소여리주유소,,,"1,595","1,395","1,230"
5830,충북,음성군,유진주유소,셀프,,"1,595","1,395","1,200"
5831,충북,음성군,금정주유소,,,"1,578","1,398","1,190"
5832,충북,음성군,환영self주유소,셀프,,"1,579","1,399","1,350"
5833,충북,음성군,(주)금호에너지 대소IC주유소,셀프,,"1,599","1,399","1,250"
5834,충북,음성군,삼한제1주유소/충전소,셀프,,"1,588","1,399",
5835,충북,음성군,(주)대진에너지,,,"1,599","1,399",
5836,충북,음성군,문암주유소,셀프,,"1,588","1,399","1,400"
5837,충북,음성군,음성농협주유소,,,"1,619","1,415","1,250"
5838,충북,음성군,일진주유소,,,"1,618","1,418",
5839,충북,음성군,충북석유(주) 모란주유소,셀프,,"1,599","1,419","1,250"
5840,충북,음성군,보천주유소,,,"1,625","1,425","1,250"
5841,충북,음성군,세광주유소,,,"1,625","1,425","1,250"
5842,충북,음성군,한금령주유소,,,"1,625","1,425","1,250"
5843,충북,음성군,금왕농협주유소,셀프,,"1,597","1,427","1,250"
5844,충북,음성군,비산셀프주유소,셀프,,"1,678","1,428",
5845,충북,음성군,세동석유(주)SK신공단주유소,셀프,,"1,649","1,429",
5846,충북,음성군,삼성농협주유소,셀프,,"1,597","1,429","1,250"
5847,충북,음성군,백현주유소,,,"1,625","1,435","1,250"
5848,충북,음성군,감곡농협주유소,,,"1,595","1,435","1,200"
5849,충북,음성군,집합주유소,,,"1,625","1,435","1,250"
5850,충북,음성군,생극주유소,,,"1,635","1,435","1,300"
5851,충북,음성군,행복주유소,,,"1,653","1,443",
5852,충북,음성군,삼성주유소,,,"1,625","1,445","1,250"
5853,충북,음성군,석인주유소,,,"1,598","1,446","1,250"
5854,충북,음성군,(주)매봉주유소,,,"1,628","1,448","1,300"
5855,충북,음성군,오갑산주유소,,,"1,649","1,449","1,250"
5856,충북,음성군,동원주유소,,,"1,638","1,455","1,250"
5857,충북,음성군,(주)성안,,,"1,638","1,455",
5858,충북,음성군,만세유통(주),셀프,"1,965","1,597","1,457","1,300"
5859,충북,음성군,(주)태영에너지 칠성주유소,,,"1,638","1,458","1,300"
5860,충북,음성군,금고주유소,,,"1,629","1,459","1,245"
5861,충북,음성군,형제주유소,,,"1,659","1,459","1,250"
5862,충북,음성군,주천주유소,,,,"1,462",
5863,충북,음성군,성본산단셀프주유소,셀프,,"1,655","1,465",
5864,충북,음성군,대소농협주유소,,,"1,598","1,468","1,250"
5865,충북,음성군,파란주유소,,,"1,628","1,468","1,250"
5866,충북,음성군,세진주유소,셀프,,"1,649","1,469","1,250"
5867,충북,음성군,희망주유소,,,"1,639","1,479","1,300"
5868,충북,음성군,다노주유소,,,"1,649","1,479","1,300"
5869,충북,음성군,참좋은2주유소,셀프,,"1,639","1,479",
5870,충북,음성군,(주)원진석유 톨게이트주유소,셀프,,"1,628","1,479","1,350"
5871,충북,음성군,참좋은주유소,셀프,,"1,639","1,479",
5872,충북,음성군,명품주유소,,,"1,679","1,479","1,300"
5873,충북,음성군,(주)미소주유소,,,"1,647","1,487",
5874,충북,음성군,주식회사 함박산주유소,,,"1,649","1,489","1,300"
5875,충북,음성군,하늘주유소,,,"1,669","1,489","1,300"
5876,충북,음성군,중앙주유소,,,"1,659","1,489","1,300"
5877,충북,음성군,원남주유소,셀프,,"1,669","1,494","1,250"
5878,충북,음성군,초원주유소,셀프,,"1,670","1,495","1,350"
5879,충북,음성군,대영그린주유소,,,"1,650","1,495","1,400"
5880,충북,음성군,삼용주유소,,,"1,697","1,495",
5881,충북,음성군,제이주유소,셀프,,"1,659","1,498",
5882,충북,음성군,금왕제일주유소,셀프,,"1,669","1,499","1,300"
5883,충북,음성군,HD현대오일뱅크㈜직영 대소산단주유소,,,"1,659","1,499","1,350"
5884,충북,음성군,행운주유소,,,"1,669","1,499","1,300"
5885,충북,음성군,감곡IC주유소,,,"1,699","1,499","1,350"
5886,충북,음성군,부윤주유소,,,"1,658","1,499","1,250"
5887,충북,음성군,맹동주유소,,,"1,659","1,499","1,300"
5888,충북,음성군,금왕IC주유소,셀프,,"1,659","1,499","1,300"
5889,충북,음성군,대덕클린주유소,,,"1,695","1,550","1,350"
5890,충북,음성군,삼정주유소,,,"1,698","1,558","1,250"
5891,충북,제천시,제천IC셀프주유소,셀프,"1,845","1,515","1,345","1,190"
5892,충북,제천시,SK에너지(주) 천남주유소,,,"1,527","1,346",
5893,충북,제천시,제천하이테크주유소,,,"1,525","1,354",
5894,충북,제천시,제일셀프주유소 (주)굿이에프에너지,셀프,,"1,509","1,354",
5895,충북,제천시,관해셀프주유소,셀프,,"1,525","1,354",
5896,충북,제천시,(주)설송 톨게이트주유소,셀프,,"1,564","1,356",
5897,충북,제천시,모악주유소,,,"1,563","1,357",
5898,충북,제천시,(주)백경 왕미주유소,셀프,,"1,547","1,363",
5899,충북,제천시,(주)케이엠 보광,셀프,,"1,540","1,365","1,450"
5900,충북,제천시,코끼리주유소/충전소,셀프,"1,855","1,543","1,365",
5901,충북,제천시,알라딘주유소,셀프,"1,855","1,543","1,365",
5902,충북,제천시,현주유소,,,"1,585","1,369",
5903,충북,제천시,SK에너지(주) 제천self주유소,셀프,,"1,529","1,369",
5904,충북,제천시,명인주유소,,,"1,549","1,369",
5905,충북,제천시,(주)맑은주유소,셀프,,"1,543","1,375",
5906,충북,제천시,에덴알뜰주유소,,,"1,559","1,379","1,250"
5907,충북,제천시,박달령만수르주유소,,,"1,589","1,379",
5908,충북,제천시,지산주유소,셀프,,"1,505","1,384",
5909,충북,제천시,두성주유소,,,"1,575","1,385","1,250"
5910,충북,제천시,(주)효성,,,"1,585","1,385","1,350"
5911,충북,제천시,약수터제4주유소,셀프,"1,845","1,549","1,385","1,200"
5912,충북,제천시,주식회사하이원오일,,,"1,575","1,385",
5913,충북,제천시,대황주유소,셀프,,"1,570","1,385",
5914,충북,제천시,반석주유소,,,"1,595","1,385",
5915,충북,제천시,착한주유소 주식회사 상일물류,셀프,,"1,579","1,389",
5916,충북,제천시,제이앤비코리아㈜ 중문주유소,셀프,,"1,509","1,389",
5917,충북,제천시,삼부주유소,셀프,,"1,569","1,389",
5918,충북,제천시,의림셀프주유소,셀프,,"1,539","1,389","1,300"
5919,충북,제천시,두꺼비주유소,셀프,,"1,585","1,389",
5920,충북,제천시,(주)송암 남제천톨게이트주유소,셀프,,"1,569","1,389",
5921,충북,제천시,평화주유소,셀프,,"1,509","1,389",
5922,충북,제천시,이포주유소,셀프,,"1,509","1,389",
5923,충북,제천시,아연주유소,,,"1,595","1,395",
5924,충북,제천시,백운농협주유소,셀프,,"1,565","1,395","1,300"
5925,충북,제천시,SK원박주유소,,,"1,589","1,395",
5926,충북,제천시,대신주유소,셀프,"1,845","1,565","1,395",
5927,충북,제천시,우리주유소,셀프,,"1,565","1,395",
5928,충북,제천시,우송주유소,셀프,,"1,595","1,395","1,300"
5929,충북,제천시,용두주유소,,,"1,595","1,395","1,250"
5930,충북,제천시,박달이주유소,셀프,,"1,598","1,395",
5931,충북,제천시,신제천주유소,셀프,,"1,595","1,395",
5932,충북,제천시,(주)하나주유소,셀프,,"1,635","1,395",
5933,충북,제천시,남제천셀프주유소,셀프,,"1,575","1,395","1,300"
5934,충북,제천시,신동주유소,셀프,,"1,564","1,395",
5935,충북,제천시,대동셀프주유소,셀프,,"1,599","1,399",
5936,충북,제천시,서제천주유소,셀프,,"1,599","1,399",
5937,충북,제천시,성신엘엔에스(주) 사랑주유소,셀프,,"1,579","1,399",
5938,충북,제천시,봉양농협주유소,,,"1,580","1,399","1,300"
5939,충북,제천시,동남주유소,,,,"1,415",
5940,충북,제천시,성암주유소,셀프,,"1,600","1,420","1,150"
5941,충북,제천시,월악산주유소,셀프,,"1,600","1,420","1,150"
5942,충북,제천시,대명주유소,셀프,"1,860","1,599","1,425","1,330"
5943,충북,제천시,금성주유소,,,"1,615","1,425","1,300"
5944,충북,제천시,한성주유소,,,"1,649","1,429","1,400"
5945,충북,제천시,고암주유소,,,"1,619","1,429",
5946,충북,제천시,낙원주유소,셀프,,"1,610","1,430","1,350"
5947,충북,제천시,덕산주유소,,,"1,600","1,430","1,150"
5948,충북,제천시,제천농협주유소,,,"1,595","1,435","1,330"
5949,충북,제천시,제천농협송학주유소,,,"1,595","1,435","1,330"
5950,충북,제천시,제천주유소,셀프,,"1,610","1,440","1,350"
5951,충북,제천시,신월주유소,,,"1,625","1,445","1,350"
5952,충북,제천시,명보주유소,,,"1,670","1,450","1,180"
5953,충북,제천시,오티주유소,,,"1,620","1,450","1,150"
5954,충북,제천시,정원제1주유소,,,"1,600","1,450","1,350"
5955,충북,제천시,청전주유소,,,"1,599","1,459","1,350"
5956,충북,제천시,신도시주유소,,,"1,615","1,465","1,225"
5957,충북,제천시,청풍주유소,,,"1,690","1,520","1,350"
5958,충북,제천시,대성주유소,,,"1,699","1,524","1,300"
5959,충북,제천시,대광주유소,,,"1,650","1,550","1,300"
5960,충북,제천시,두학주유소,,,"1,698","1,598",
5961,충북,제천시,강저셀프주유소,셀프,,"1,599","1,665","1,200"
5962,충북,증평군,(주)선우에너지 봉신주유소,셀프,,"1,595","1,375",
5963,충북,증평군,선우셀프주유소,셀프,,"1,592","1,377","1,250"
5964,충북,증평군,해찬주유소,셀프,,"1,575","1,385",
5965,충북,증평군,주식회사 시청앞주유소(도안self주유소),셀프,,"1,595","1,395","1,190"
5966,충북,증평군,금호주유소,셀프,"1,895","1,595","1,395","1,200"
5967,충북,증평군,(주)뉴증평주유소,셀프,,"1,595","1,395","1,200"
5968,충북,증평군,마하주유소,,,"1,595","1,395","1,200"
5969,충북,증평군,우리주유소,셀프,,"1,595","1,395","1,200"
5970,충북,증평군,증평self주유소,셀프,,"1,595","1,395","1,200"
5971,충북,증평군,증평IC주유소,셀프,,"1,599","1,399",
5972,충북,증평군,신화주유소,,,"1,599","1,429","1,200"
5973,충북,증평군,유진주유소,,,"1,658","1,458","1,200"
5974,충북,증평군,용강주유소,,,"1,665","1,465","1,200"
5975,충북,증평군,은하수주유소,,,"1,665","1,465","1,200"
5976,충북,증평군,가나안주유소,셀프,,"1,645","1,465",
5977,충북,증평군,광성주유소,,,"1,659","1,469","1,200"
5978,충북,진천군,진천IC주유소,,,"1,639","1,299",
5979,충북,진천군,동양주유소,셀프,,"1,545","1,365",
5980,충북,진천군,㈜신진에너지 남북주유소,셀프,,"1,545","1,365",
5981,충북,진천군,주식회사 구도일 북진천지점,셀프,,"1,564","1,369",
5982,충북,진천군,북진천주유소,셀프,,"1,552","1,369",
5983,충북,진천군,드림주유소,셀프,"2,000","1,552","1,373","1,300"
5984,충북,진천군,CJ대한통운㈜ 박물관주유소,셀프,"1,969","1,574","1,374",
5985,충북,진천군,(주)굿오일,셀프,,"1,555","1,374",
5986,충북,진천군,굿모닝주유소,셀프,,"1,555","1,375","1,380"
5987,충북,진천군,㈜이안스타에너지,셀프,,"1,565","1,375",
5988,충북,진천군,청화개발주식회사 동호주유소,셀프,,"1,565","1,375",
5989,충북,진천군,장관주유소,셀프,,"1,555","1,375","1,400"
5990,충북,진천군,금곡셀프주유소,셀프,,"1,555","1,385",
5991,충북,진천군,부자주유소,,,"1,595","1,395","1,200"
5992,충북,진천군,대죽주유소,셀프,,"1,599","1,399","1,300"
5993,충북,진천군,선수촌주유소,,,"1,599","1,429","1,250"
5994,충북,진천군,주식회사 호서 문진주유소,셀프,,"1,610","1,430","1,200"
5995,충북,진천군,진천농협주유소,,,"1,578","1,434","1,300"
5996,충북,진천군,우제주유소,,,"1,585","1,435","1,250"
5997,충북,진천군,문안산주유소,셀프,,"1,575","1,435","1,250"
5998,충북,진천군,신세기주유소,,,"1,590","1,440","1,300"
5999,충북,진천군,백곡주유소,셀프,,"1,630","1,450","1,300"
6000,충북,진천군,㈜오레네트웍스 해방촌주유소,셀프,,"1,649","1,459",
6001,충북,진천군,광혜원주유소,,,"1,619","1,459","1,250"
6002,충북,진천군,대명주유소(SK),,,"1,619","1,459","1,250"
6003,충북,진천군,실원주유소,,,"1,636","1,459","1,350"
6004,충북,진천군,진천하이셀프,셀프,,"1,635","1,465","1,250"
6005,충북,진천군,다올주유소,셀프,,"1,627","1,467",
6006,충북,진천군,덕산농협주유소,,,"1,639","1,469","1,270"
6007,충북,진천군,톨게이트주유소,,,"1,649","1,469","1,300"
6008,충북,진천군,송림주유소,,,"1,629","1,469","1,300"
6009,충북,진천군,미래주유소,,,"1,629","1,469","1,300"
6010,충북,진천군,진천현대주유소,셀프,,"1,639","1,469",
6011,충북,진천군,신라주유소,,"1,958","1,639","1,469","1,300"
6012,충북,진천군,원동주유소,,,"1,629","1,469","1,300"
6013,충북,진천군,덕천주유소,,,"1,679","1,479","1,300"
6014,충북,진천군,(주)고속에너지조은주유소,,,"1,659","1,479","1,300"
6015,충북,진천군,(주)고속에너지,,,"1,659","1,479","1,300"
6016,충북,진천군,대박주유소,,,"1,659","1,479","1,300"
6017,충북,진천군,(주)에너지인스 북진천IC주유소,셀프,,"1,675","1,487","1,300"
6018,충북,진천군,이월농협주유소,,,"1,649","1,489","1,270"
6019,충북,진천군,충북석유(주)중부주유소,,,"1,649","1,489","1,300"
6020,충북,진천군,농심주유소,,,"1,679","1,489","1,350"
6021,충북,진천군,진천주유소,,,"1,659","1,489","1,250"
6022,충북,진천군,우영에너지 새롬주유소,,,"1,638","1,498","1,350"
6023,충북,진천군,은행가득주유소,셀프,,"1,659","1,499","1,300"
6024,충북,진천군,신덕산주유소,,,"1,659","1,499","1,300"
6025,충북,진천군,청우주유소,,,"1,649","1,499","1,400"
6026,충북,진천군,미호주유소,,,"1,659","1,499","1,300"
6027,충북,진천군,(주)성진티엘에스주유소,,,"1,659","1,499","1,300"
6028,충북,진천군,은행주유소,,,"1,659","1,499","1,300"
6029,충북,진천군,진천IC혁신주유소,,,"1,659","1,499","1,300"
6030,충북,진천군,덕산주유소,,,"1,659","1,499","1,300"
6031,충북,진천군,동우주유소,,,"1,679","1,499","1,350"
6032,충북,진천군,사동주유소,,,"1,679","1,499","1,250"
6033,충북,진천군,미정주유소,,,"1,659","1,499","1,300"
6034,충북,진천군,문백주유소,,,"1,680","1,530","1,400"
6035,충북,진천군,성심주유소,,,"1,699","1,569","1,500"
6036,충북,진천군,옥동주유소,,,"1,694","1,574",
6037,충북,청주시,남청주톨게이트주유소,셀프,,"1,525","1,339",
6038,충북,청주시,중도석유(주)옥산주유소/충전소,셀프,,"1,518","1,351",
6039,충북,청주시,두성유통(주)문의휴게소(청주방향),셀프,,"1,519","1,353",
6040,충북,청주시,청주IC주유소,셀프,,"1,543","1,354",
6041,충북,청주시,두성유통(주)문의휴게소(영덕방향),셀프,,"1,524","1,354",
6042,충북,청주시,창현주유소,셀프,"1,879","1,543","1,354","1,250"
6043,충북,청주시,용문주유소,,,"1,534","1,354","1,300"
6044,충북,청주시,㈜상일주유소,셀프,,"1,527","1,357","1,150"
6045,충북,청주시,오창(통영)주유소,셀프,,"1,528","1,358",
6046,충북,청주시,(주)썬엘 청주(서울)주유소,셀프,,"1,528","1,358",
6047,충북,청주시,새로운주유소,셀프,,"1,543","1,358",
6048,충북,청주시,지에스칼텍스㈜ 미호주유소,,,"1,549","1,359",
6049,충북,청주시,(유)그린 주유소,셀프,,"1,529","1,359","1,250"
6050,충북,청주시,장성주유소,셀프,,"1,549","1,359","1,250"
6051,충북,청주시,(주)청주관문주유소,셀프,"1,865","1,547","1,359","1,300"
6052,충북,청주시,(주)에코위너스 신영셀프주유소,셀프,,"1,529","1,359",
6053,충북,청주시,강내농협주유소,셀프,,"1,544","1,364","1,300"
6054,충북,청주시,미원주유소,셀프,,"1,555","1,365","1,200"
6055,충북,청주시,(주)에스제이에너지뱅크,셀프,,"1,545","1,365",
6056,충북,청주시,남이주유소 제이에너지(주),,,"1,555","1,365",
6057,충북,청주시,성원에너지,셀프,,"1,575","1,365",
6058,충북,청주시,오창(하남)주유소,셀프,,"1,529","1,365",
6059,충북,청주시,옥화대주유소,셀프,,"1,555","1,365","1,199"
6060,충북,청주시,등고개주유소,,,"1,558","1,367","1,190"
6061,충북,청주시,대호주유소,셀프,,"1,555","1,369","1,198"
6062,충북,청주시,현도주유소,셀프,,"1,539","1,369","1,350"
6063,충북,청주시,(주)성인석유 청남로주유소,셀프,,"1,538","1,369",
6064,충북,청주시,거북이주유소,셀프,,"1,539","1,369","1,200"
6065,충북,청주시,청주셀프주유소,셀프,,"1,554","1,374",
6066,충북,청주시,행복주유소,셀프,"1,829","1,554","1,374",
6067,충북,청주시,오송신도시주유소,셀프,,"1,545","1,375","1,300"
6068,충북,청주시,상봉주유소,,,"1,555","1,375","1,300"
6069,충북,청주시,선경셀프주유소,셀프,,"1,555","1,375",
6070,충북,청주시,죽암(서울방향)주유소,셀프,,"1,534","1,375",
6071,충북,청주시,남청주농협주유소,셀프,,"1,537","1,377","1,300"
6072,충북,청주시,영운동셀프주유소,셀프,,"1,548","1,378",
6073,충북,청주시,구도일주유소 서원,셀프,,,"1,378",
6074,충북,청주시,케이피에스 서청주 롯데마트 주유소,셀프,,"1,558","1,378",
6075,충북,청주시,SK KH에너지 동명주유소,셀프,,"1,559","1,379",
6076,충북,청주시,평양주유소,셀프,,"1,559","1,379",
6077,충북,청주시,부자주유소,셀프,,"1,559","1,379",
6078,충북,청주시,코리아에너지(주),셀프,"1,810","1,559","1,379",
6079,충북,청주시,청주주유소,셀프,,"1,559","1,379","1,300"
6080,충북,청주시,제이에너지(주)21세기주유소,셀프,,"1,559","1,379","1,400"
6081,충북,청주시,룰루랄라셀프 (주)JY에너지 직영,셀프,,"1,559","1,379",
6082,충북,청주시,HD현대오일뱅크㈜직영 오창산단셀프주유소,셀프,"1,799","1,545","1,379","1,350"
6083,충북,청주시,오창농협주유소,셀프,,"1,545","1,379","1,300"
6084,충북,청주시,남청주 양지주유소,셀프,,"1,539","1,379","1,300"
6085,충북,청주시,지에스칼텍스㈜ 남청주IC주유소,셀프,"1,729",,"1,379",
6086,충북,청주시,SK KH에너지 제이주유소,셀프,,"1,559","1,379",
6087,충북,청주시,아리랑주유소,셀프,,"1,559","1,379",
6088,충북,청주시,복대동주유소,셀프,,"1,549","1,379","1,250"
6089,충북,청주시,신창에너지㈜직영 내덕셀프주유소,셀프,,"1,563","1,383",
6090,충북,청주시,한양주유소,셀프,,"1,515","1,385",
6091,충북,청주시,행운주유소,셀프,,"1,575","1,385","1,250"
6092,충북,청주시,제이에너지(주) 신봉주유소,셀프,,"1,565","1,385","1,250"
6093,충북,청주시,강산주유소,셀프,,"1,556","1,385","1,220"
6094,충북,청주시,죽암(부산방향)주유소/충전소,셀프,,"1,546","1,386",
6095,충북,청주시,주유나라주유소,셀프,,"1,558","1,387","1,300"
6096,충북,청주시,청주농협북부주유소,셀프,,"1,548","1,388","1,300"
6097,충북,청주시,(주) 크로스로지텍 남청주주유소,셀프,,"1,588","1,388",
6098,충북,청주시,증평제2주유소,셀프,,"1,599","1,389",
6099,충북,청주시,㈜신화에너지 번개1셀프주유소,셀프,,"1,559","1,389",
6100,충북,청주시,번개셀프2주유소,셀프,,"1,559","1,389",
6101,충북,청주시,복대동 관문주유소,셀프,"1,879","1,559","1,389",
6102,충북,청주시,이포에너지(주)금강주유소,셀프,,"1,549","1,389",
6103,충북,청주시,자유에너지(주)황제주유소,셀프,,"1,549","1,389",
6104,충북,청주시,지에스칼텍스(주) 대청주유소,셀프,"1,796","1,554","1,389",
6105,충북,청주시,㈜신화에너지 서울 오창지점 오창관문주유소,셀프,,"1,565","1,392",
6106,충북,청주시,오창공단IC주유소,셀프,,"1,575","1,395",
6107,충북,청주시,(주)대연 우리주유소,셀프,,"1,549","1,395",
6108,충북,청주시,다복주유소,,,"1,519","1,395","1,350"
6109,충북,청주시,단비주유소,,,"1,575","1,397",
6110,충북,청주시,대박주유소,셀프,,"1,574","1,397","1,375"
6111,충북,청주시,중도석유(주)금성주유소,셀프,,"1,557","1,397","1,300"
6112,충북,청주시,신광셀프주유소,셀프,,"1,547","1,397",
6113,충북,청주시,신화주유소,셀프,,"1,578","1,398","1,300"
6114,충북,청주시,메이저주유소,셀프,,"1,548","1,398",
6115,충북,청주시,탑주유소,셀프,,"1,558","1,398",
6116,충북,청주시,행복주유소,,,"1,548","1,398","1,300"
6117,충북,청주시,개소문주유소(우리),셀프,,"1,558","1,398","1,250"
6118,충북,청주시,흥진주유소,,,"1,598","1,398","1,200"
6119,충북,청주시,꽃다리주유소,,,"1,575","1,398","1,320"
6120,충북,청주시,오송우리주유소,셀프,,"1,588","1,398","1,250"
6121,충북,청주시,그랜드주유소,셀프,,"1,548","1,398","1,250"
6122,충북,청주시,SK에너지(주) 해피스테이션셀프주유소,셀프,"1,819","1,569","1,399",
6123,충북,청주시,카(Car)놀라유주유소,셀프,,"1,565","1,399",
6124,충북,청주시,새빛주유소,셀프,,"1,569","1,399","1,300"
6125,충북,청주시,SK에너지(주) 황금주유소,셀프,"1,819","1,569","1,399",
6126,충북,청주시,서청주주유소,셀프,"1,749","1,569","1,399","1,300"
6127,충북,청주시,꽃마을주유소,셀프,"1,889","1,579","1,399",
6128,충북,청주시,성일주유소,,,"1,579","1,399",
6129,충북,청주시,지에스칼텍스(주)바이오주유소,셀프,"1,779","1,579","1,399",
6130,충북,청주시,(주)문의IC주유소,셀프,,"1,584","1,399",
6131,충북,청주시,새청주주유소,셀프,,"1,579","1,399",
6132,충북,청주시,오창주유소,셀프,,"1,579","1,399",
6133,충북,청주시,지에스칼텍스㈜ 길목주유소,,,"1,569","1,399","1,269"
6134,충북,청주시,기령주유소,셀프,,"1,584","1,399","1,195"
6135,충북,청주시,명품주유소,셀프,,"1,579","1,399","1,300"
6136,충북,청주시,공간에너지주유소/충전소,셀프,"1,809","1,597","1,405","1,400"
6137,충북,청주시,세종주유소,셀프,,"1,568","1,408",
6138,충북,청주시,서청주IC주유소,셀프,,"1,568","1,408","1,350"
6139,충북,청주시,약수주유소,셀프,,"1,585","1,409","1,190"
6140,충북,청주시,(주)행복주유소,셀프,"1,849","1,609","1,409","1,400"
6141,충북,청주시,매봉주유소,,,"1,579","1,409","1,300"
6142,충북,청주시,무궁화주유소,셀프,,"1,579","1,409","1,350"
6143,충북,청주시,청주농협주유소,,,"1,579","1,409","1,300"
6144,충북,청주시,(주)청주시멘트직영마트주유소,,"1,847","1,598","1,418","1,250"
6145,충북,청주시,충북석유(주)충북주유소,셀프,"1,919","1,599","1,419",
6146,충북,청주시,충북석유(주) 새터주유소,셀프,,"1,599","1,419",
6147,충북,청주시,충북석유(주)동문주유소,셀프,,"1,599","1,419","1,220"
6148,충북,청주시,충북석유(주) 방고개주유소,셀프,"1,919","1,599","1,419",
6149,충북,청주시,청주화물터미널주유소,셀프,,"1,599","1,419",
6150,충북,청주시,신정현주유소,셀프,,"1,597","1,419",
6151,충북,청주시,형제주유소,,,"1,599","1,419","1,300"
6152,충북,청주시,강서행복주유소,셀프,"1,859","1,579","1,419",
6153,충북,청주시,충북석유(주)성화주유소,셀프,,"1,589","1,419",
6154,충북,청주시,오송햇살주유소,셀프,,"1,599","1,419","1,300"
6155,충북,청주시,가경주유소,셀프,,"1,589","1,419",
6156,충북,청주시,미래주유소,셀프,,"1,589","1,419","1,350"
6157,충북,청주시,지에스칼텍스㈜ 동양주유소,셀프,,"1,619","1,419",
6158,충북,청주시,(주)국영에너지 하나주유소,셀프,,"1,579","1,419",
6159,충북,청주시,극동유화(주) 역전주유소,,,"1,585","1,419","1,300"
6160,충북,청주시,모충주유소,셀프,,"1,589","1,419","1,325"
6161,충북,청주시,연일주유소,,,"1,589","1,425","1,350"
6162,충북,청주시,성진주유소,셀프,"1,869","1,597","1,427","1,300"
6163,충북,청주시,주성주유소,,,"1,618","1,428","1,250"
6164,충북,청주시,남일주유소,,,"1,628","1,428","1,300"
6165,충북,청주시,신풍주유소,셀프,,"1,598","1,428","1,250"
6166,충북,청주시,연흥2주유소,셀프,,"1,609","1,429","1,400"
6167,충북,청주시,CJ대한통운㈜ 오창주유소,셀프,,"1,589","1,429",
6168,충북,청주시,흥인주유소,셀프,,"1,660","1,430",
6169,충북,청주시,양궁장주유소,셀프,"1,989","1,597","1,434",
6170,충북,청주시,운암주유소,,,"1,595","1,435","1,250"
6171,충북,청주시,두영파트너스㈜75주유소,셀프,,"1,599","1,435",
6172,충북,청주시,삼보주유소,셀프,,"1,617","1,437","1,350"
6173,충북,청주시,SK에너지(주) 용암주유소,셀프,"1,819","1,598","1,437",
6174,충북,청주시,미평주유소,셀프,,"1,598","1,438","1,300"
6175,충북,청주시,동광에너지,셀프,,"1,598","1,438","1,500"
6176,충북,청주시,대성,셀프,,"1,598","1,438",
6177,충북,청주시,그린이에스,,,"1,618","1,438","1,400"
6178,충북,청주시,황금주유소,셀프,,"1,598","1,438",
6179,충북,청주시,가덕주유소,셀프,,"1,598","1,438","1,200"
