번호,충전소명,충전소ID,충전기ID,충전기타입,소재지 도로명 주소,위도,경도,이용가능시간,기관ID,운영기관명,관리업체 전화번호,충전기상태,상태갱신일시,충전기용량,지역코드,주차료무료 여부,충전소 안내
10154,씨앤피리조트,JE020103,1,완속,제주특별자치도 서귀포시 성산읍 중산간동로 4328-63,33.390257,126.830958,09:00~18:00,JE,제주전기자동차서비스,1670-2690,사용가능,20210125015511,,50,무료,
10155,산방산 탄산온천,JE020104,1,-,제주특별자치도 서귀포시 안덕면 사계북로41번길 192,33.249009,126.298772,24시간 이용가능,JE,제주전기자동차서비스,1670-2690,사용가능,20210125071510,,50,무료,
10156,휴애리,JE020105,1,-,제주특별자치도 서귀포시,33.309346,126.633773,24시간 이용가능,JE,제주전기자동차서비스,1670-2690,사용가능,20210125021513,,50,무료,
10157,성읍녹차마을 영농조합법인,JE020106,1,-,제주특별자치도 서귀포시,33.380963,126.79116,09:00~18:00,JE,제주전기자동차서비스,1670-2690,사용가능,20210124165511,,50,무료,
10158,제주참숯가마찜질방,JE020107,1,-,제주특별자치도 서귀포시 성산읍 삼달로 47,33.368994,126.863334,24시간 이용가능,JE,제주전기자동차서비스,1670-2690,사용가능,20210123141510,,50,무료,
10159,대정농협 하나로마트,JE020108,1,-,제주특별자치도 서귀포시 대정읍 일주서로 2460,33.233977,126.264182,24시간 이용가능,JE,제주전기자동차서비스,1670-2690,사용가능,20210124121511,,50,무료,
10160,마리조아 중문점,JE020109,1,완속,제주특별자치도 서귀포시 이어도로 215,33.241578,126.443069,24시간 이용가능,JE,제주전기자동차서비스,1670-2690,사용가능,20210125025512,,50,무료,
10161,풍림빌리지,JE020110,1,완속,제주특별자치도 서귀포시 대포복개로 95,33.247072,126.434143,입주민 전용 24시간,JE,제주전기자동차서비스,1670-2690,사용가능,20210123115511,,50,무료,
10162,멋진녀석들,JE020111,1,완속,제주특별자치도 서귀포시 표선면 민속해안로 570,33.324811,126.844708,24시간 이용가능,JE,제주전기자동차서비스,1670-2690,사용가능,20210123115511,,50,무료,
10163,코델리아S호텔,JE020113,1,-,제주특별자치도 서귀포시 성산읍 일주동로 4186,33.454945,126.910276,24시간 이용가능,JE,제주전기자동차서비스,1670-2690,사용가능,20210125093512,,50,무료,
10164,서귀포KAL호텔,JE020114,1,-,제주특별자치도 서귀포시 칠십리로 242,33.246527,126.581755,24시간 이용가능,JE,제주전기자동차서비스,1670-2690,사용가능,20210125031512,,50,무료,
10165,허니문하우스,JE020115,1,-,제주특별자치도 서귀포시 칠십리로 228-13,33.244157,126.578728,24시간 이용가능,JE,제주전기자동차서비스,1670-2690,사용가능,20210125031512,,50,무료,
10166,제주감귤박물관,JE020116,1,완속,제주특별자치도 서귀포시 효돈순환로 441,33.27164,126.607667,24시간 이용가능,JE,제주전기자동차서비스,1670-2690,사용가능,20210125101514,,50,무료,
10167,보롬왓,JE020117,1,-,제주특별자치도 서귀포시 표선면 번영로 2350-104,33.413219,126.752133,24시간 이용가능,JE,(주)제주전기자동차서비스,1670-2690,사용가능,20210125035515,,50,무료,
10168,돈키호테부동산,JE020119,1,완속,제주특별자치도 서귀포시 성산읍 일주동로 5617,33.342888,126.847319,24시간 이용가능,JE,제주전기자동차서비스,1670-2690,사용가능,20210125021516,,50,무료,
10169,주식회사 휴럼,JE020121,1,완속,제주특별자치도 서귀포시 남원읍 신례동로 121-17,33.296971,126.630463,24시간 이용가능,JE,(주)제주전기자동차서비스,1670-2690,사용중,20210125075514,,50,무료,
10170,(주)알앤케이,JE020123,1,완속,제주특별자치도 서귀포시 중산간동로 8377,33.26099,126.521773,24시간 이용가능,JE,제주전기자동차서비스,1670-2690,사용중,20210125025514,,50,무료,
10171,피렌체,JE020124,1,완속,제주특별자치도 서귀포시 남원읍 남원체육관로 280,33.279878,126.715323,24시간 이용가능,JE,(주)제주전기자동차서비스,1670-2690,사용가능,20210125025514,,50,무료,
10172,고성리사무소,JE020126,1,완속,제주특별자치도 서귀포시 성산읍 서성일로1222번길 36,33.44458,126.911307,24시간,JE,제주전기자동차서비스,1670-2690,사용가능,20210118185514,,50,무료,
10173,서귀포소방서,JE020127,1,완속,제주특별자치도 서귀포시 서호남로 20,33.249663,126.514174,24시간 이용가능,JE,제주전기자동차서비스,1670-2690,사용가능,20210119235513,,50,무료,
10174,아일랜드치킨,JE020130,1,완속,제주특별자치도 서귀포시 안덕면 소기왓로 81-44,33.240254,126.365746,24시간 이용가능,JE,제주전기자동차서비스,1670-2690,사용가능,20210125025514,,50,무료,
10175,제주전기렌트카 공항 인근주차장,JE040002,1,급속,제주특별자치도 제주시 도두이동 1021-1,33.501894,126.480575,24시간 이용가능,JE,제주전기자동차서비스,1670-2690,사용가능,20200805101504,,50,무료,
10176,제주전기렌트카 광령 주차장,JE040003,1,급속,제주특별자치도 제주시 애월읍 광령리 2103-1,33.463991,126.434299,24시간 이용가능,JE,제주전기자동차서비스,1670-2690,사용가능,20200805101504,,50,무료,
10177,상남아크로타워,JE040004,11,급속,제주특별자치도 서귀포시 대정읍 글로벌에듀로 370,33.28062,126.278874,24시간 이용가능,JE,제주전기자동차서비스,1670-2690,사용가능,20210118181502,,50,무료,
10178,덕천리연수원,JE040005,1,-,제주특별자치도 제주시 구좌읍 중산간동로 1941,33.48289,126.755527,24시간 이용가능,JE,제주전기자동차서비스,1670-2690,사용가능,20210125041505,,50,무료,
10179,풀빌라더시크릿 애월점,JE040006,1,-,제주특별자치도 제주시 애월읍 일주서로 6412-1,33.462768,126.339369,24시간 이용가능,JE,제주전기자동차서비스,1670-2690,사용가능,20210123115505,,50,무료,
10180,풀빌라더시크릿 대정점,JE040007,1,-,제주특별자치도 서귀포시 대정읍 영락리 1551-2,33.245445,126.207378,24시간 이용가능,JE,제주전기자동차서비스,1670-2690,사용가능,20210123121505,,50,무료,
10181,오설록주차장,JE040008,1,완속,제주특별자치도 서귀포시 안덕면 서광리 2489-49,33.304256,126.289545,24시간 이용가능,JE,제주전기자동차서비스,1670-2690,사용가능,20210124145506,,50,무료,
10182,네오마루,JE040033,1,-,제주특별자치도 제주시 1100로 3198-13,33.472803,126.485166,24시간 이용가능,JE,제주전기자동차서비스,1670-2690,사용가능,20210125035512,,50,무료,
10183,에코랜드,JE040034,1,-,제주특별자치도 제주시 조천읍 번영로 1278-169,33.45537,126.668863,24시간 이용가능,JE,제주전기자동차서비스,1670-2690,사용가능,20210125025513,,50,무료,
10184,뽀로로,JE040035,1,-,제주특별자치도 서귀포시 안덕면 병악로 269,33.300284,126.370768,24시간 이용가능,JE,제주전기자동차서비스,1670-2690,사용가능,20210123131512,,50,무료,
10185,오로라정원,JE040036,1,-,제주특별자치도 제주시 한림읍 금능남로 348,33.359551,126.248343,24시간 이용가능,JE,제주전기자동차서비스,1670-2690,사용가능,20210125033512,,50,무료,
10186,유드림마트 오라점,JE040037,1,-,제주특별자치도 제주시 사평6길 4,33.492051,126.513394,24시간 이용가능,JE,제주전기자동차서비스,1670-2690,사용가능,20210125025513,,50,무료,
10187,액티브파크,JE040038,1,완속,제주특별자치도 제주시 한림읍 금능남로 76,33.38122,126.23604,24시간 이용가능,JE,제주전기자동차서비스,1670-2690,사용가능,20210121123512,,50,무료,
10188,플레이롤러,JE040039,1,-,제주특별자치도 서귀포시 중산간동로 8348,33.26194,126.525237,24시간 이용가능,JE,제주전기자동차서비스,1670-2690,사용가능,20210125025513,,50,무료,
10189,제주어른이집,JE040040,1,-,제주특별자치도 제주시 구좌읍 김녕로4길 30,33.552556,126.744062,24시간 이용가능,JE,제주전기자동차서비스,1670-2690,사용가능,20210125101514,,50,무료,
10190,애월포세이돈,JE040041,1,-,제주특별자치도 제주시 애월읍 고내로13길 76-20,33.469098,126.348813,24시간 이용가능,JE,제주전기자동차서비스,1670-2690,사용가능,20210124103512,,50,무료,
10191,류차이,JE040042,1,-,제주특별자치도 서귀포시 중문관광로 330,33.24964,126.431678,24시간 이용가능,JE,제주전기자동차서비스,1670-2690,사용가능,20210125035512,,50,무료,
10192,상명EV충전소,JE040043,1,-,제주특별자치도 제주시,33.337664,126.233497,24시간 이용가능,JE,제주전기자동차서비스,1670-2690,사용가능,20210119001513,,50,무료,
10193,메이즈랜드,JE040044,1,-,제주특별자치도 제주시,33.4900397,126.799963,24시간 이용가능,JE,제주전기자동차서비스,1670-2690,사용가능,20210124133514,,50,무료,
10194,닥마루식당,JE040045,1,-,제주특별자치도 제주시 한경면 중산간서로 3700,33.3346315,126.256406,24시간 이용가능,JE,제주전기자동차서비스,1670-2690,사용가능,20210124103514,,50,무료,
10195,이루다펜션,JE040046,1,-,제주특별자치도 서귀포시 대정읍 평화로 225,33.266978,126.295425,24시간 이용가능,JE,제주전기자동차서비스,1670-2690,사용가능,20210124065513,,50,무료,
10196,아라태홍파우누스,JE040047,1,-,제주특별자치도 제주시 516로 3092,33.4502316,126.554338,24시간 이용가능,JE,(주)제주전기자동차서비스,1670-2690,사용가능,20210123121513,,50,무료,
10197,오후5시 두가지착각조차도 카페,JE040048,1,-,제주특별자치도 제주시 조천읍 조함해안로 273-37,33.5521632,126.648604,24시간 이용가능,JE,제주전기자동차서비스,1670-2690,사용가능,20210125043514,,50,무료,
10198,도두골든빌리지,JE040049,1,-,제주특별자치도 제주시 서해안로 146,33.5026292,126.465026,24시간 이용가능,JE,제주전기자동차서비스,1670-2690,사용가능,20210125025515,,50,무료,
10199,풀빌라소랑,JE040050,1,-,제주특별자치도 제주시 조천읍 곱은달남길 218,33.4924965,126.671669,24시간 이용가능,JE,제주전기자동차서비스,1670-2690,사용중,20210125091513,,50,무료,
10200,태윤탁구클럽,JE040051,1,-,제주특별자치도 제주시 황사평6길 9-1,33.4970663,126.555991,24시간 이용가능,JE,제주전기자동차서비스,1670-2690,사용가능,20210118185514,,50,무료,
10201,대륜EV충전소,JE040052,1,-,제주특별자치도 제주시,33.4863863,126.575026,24시간 이용가능,JE,제주전기자동차서비스,1670-2690,사용가능,20210125085513,,50,무료,
10202,상명EV충전소2,JE040053,1,-,제주특별자치도 제주시 한림읍 금능농공길 48-11,33.3596544,126.242139,24시간 이용가능,JE,제주전기자동차서비스,1670-2690,사용가능,20210125041514,,50,무료,
10203,정인빌리지,JE040054,1,-,제주특별자치도 서귀포시 안덕면 동광로 95-1,33.3053735,126.337249,24시간 이용가능,JE,제주전기자동차서비스,1670-2690,사용가능,20210125033515,,50,무료,
10204,대륜EV충전소2,JE040055,1,-,제주특별자치도 제주시,33.4372065,126.370431,24시간 이용가능,JE,제주전기자동차서비스,1670-2690,사용가능,20210124065513,,50,무료,
10205,라온제나,JE040056,1,-,제주특별자치도 서귀포시 안덕면 사계로114번길 54-12,33.2424093,126.305043,24시간 이용가능,JE,제주전기자동차서비스,1670-2690,사용가능,20210125025515,,50,무료,
10206,몬트마레,JE040057,1,-,제주특별자치도 서귀포시 안덕면 사계북로 192,33.2372768,126.307852,24시간 이용가능,JE,제주전기자동차서비스,1670-2690,사용가능,20210124101514,,50,무료,
10207,일품순두부 봉개점,JE040058,1,-,제주특별자치도 제주시 번영로 430,33.4929776,126.588541,24시간 이용가능,JE,제주전기자동차서비스,1670-2690,사용가능,20210125035514,,50,무료,
10208,제주어향원,JE040059,1,-,제주특별자치도 서귀포시 남원읍 일주동로 6789-47,33.2900158,126.754378,24시간 이용가능,JE,제주전기자동차서비스,1670-2690,사용가능,20210125041514,,50,무료,
10209,탐라신들의고향,JE040060,1,-,제주특별자치도 제주시 조천읍 선교로 474,33.4638418,126.710481,24시간 이용가능,JE,제주전기자동차서비스,1670-2690,사용가능,20210125101516,,50,무료,
10210,푸르다오션펜션,JE040061,1,-,제주특별자치도 제주시 한림읍 월령3길 39-5,33.3794286,126.216445,24시간 이용가능,JE,제주전기자동차서비스,1670-2690,사용중,20210125095514,,50,무료,
10211,하원마을쉼터,JE040062,1,-,제주특별자치도 서귀포시 1100로 740-52,33.3024965,126.463839,24시간 이용가능,JE,제주전기자동차서비스,1670-2690,사용가능,20210125095514,,50,무료,
10212,토스카나호텔,JE040064,1,급속,제주특별자치도 서귀포시 용흥로66번길 158-7,33.26554,126.483871,24시간 이용가능,JE,(주)제주전기자동차서비스,1670-2690,사용가능,20210118185516,,50,무료,
10213,더테라스힐,JE041002,1,완속,경기도 용인시 수지구 동천로 344,37.3422374,127.0658482,24시간 이용가능,JE,LG헬로비전,1670-2690,사용가능,20201201173513,,41,무료,
10214,함밭식당,JE041003,1,완속,강원도 횡성군 횡성읍 섬강로 88,37.4990384,127.9874805,24시간 이용가능,JE,LG헬로비전,1670-2690,사용가능,20201208141512,,42,무료,
10215,해운대더샾센텀그린아파트,JE041008,2,완속,부산광역시 해운대구 해운대로61번길 73,35.2144124,129.1183699,24시간 이용가능,JE,LG헬로비전,1670-2690,사용불가,20201207095511,,26,무료,
10216,수성하이츠,JE041009,2,완속,대구광역시 수성구 수성로 393,35.8608177,128.611313,24시간 이용가능,JE,LG헬로비전,1670-2690,사용가능,20201207165512,,27,무료,
10217,호반호텔리조트,JE041013,1,완속,충청남도 태안군 안면읍 꽃지해안로 204,36.489036,126.33684,.,JE,제주전기자동차서비스,1670-2690,사용가능,20201208141514,,44,무료,
10218,이천센트럴시티,JE041016,1,완속,경기도 이천시 중리천로 134-16,37.275441,127.447622,입주민 전용24시간,JE,제주전기자동차서비스,1670-2690,사용가능,20201201153515,,41,무료,
10219,넥서스밸리,JE041017,1,완속,서울특별시 용산구 청파로 113-6,37.5339741,126.9648521,24시간 이용가능,JE,제주전기자동차서비스,1670-2690,사용가능,20201127155514,,11,무료,
10220,쌍용더플래티넘밀양아파트1,JE041018,1,완속,경상남도 밀양시 내이신촌1길 17,35.5048681,128.7351651,24시간 이용가능,JE,제주전기자동차서비스,1670-2690,사용가능,20201201153515,,48,무료,
10221,온천삼정그린코아 103동,JE041019,1,완속,부산광역시 동래구 중앙대로1493번길 16,35.219495,129.084386,입주민 전용24시간,JE,제주전기자동차서비스,1670-2690,사용가능,20201202153515,,26,무료,
10222,엘지스포츠,JE041020,1,완속,경기도 이천시 대월면 대평로255번길 69,37.229498,127.509506,24시간 이용가능,JE,제주전기자동차서비스,1670-2690,사용불가,20201110143516,,41,무료,
10223,나라키움 부산통합청사,JE042001,1,급속,부산광역시 연제구 거제대로 222,35.1871446,129.073268,평일 09:00~18:00,JE,(주)제주전기자동차서비스,1670-2690,사용중,20210125083513,,26,무료,
10224,신화월드 메리어트관 전기차충전소,JE043001,1,완속,제주특별자치도 서귀포시 안덕면 신화역사로304번길 38,33.3083,126.3193,24시간 이용가능,JE,제주전기자동차서비스,1670-2690,사용가능,20210122135514,,50,무료,
10225,신화월드 랜딩관 전기차충전소,JE043002,1,완속,제주특별자치도 서귀포시 안덕면 신화역사로304번길 38,33.3045,126.318,24시간 이용가능,JE,제주전기자동차서비스,1670-2690,사용가능,20210119031516,,50,무료,
10226,신화월드 테마파크 C-1구역 전기차충전소,JE043003,1,완속,제주특별자치도 서귀포시 안덕면 신화역사로304번길 38,33.3035,126.3165,24시간 이용가능,JE,제주전기자동차서비스,1670-2690,사용중,20210125085513,,50,무료,
10227,신화월드 테마파크 C-4구역 전기차충전소,JE043004,1,완속,제주특별자치도 서귀포시 안덕면 신화역사로304번길 38,33.3029,126.3158,24시간 이용가능,JE,제주전기자동차서비스,1670-2690,사용가능,20210123111515,,50,무료,
10228,신화월드 서머셋 클럽하우스 전기차충전소,JE043005,1,완속,제주특별자치도 서귀포시 안덕면 신화역사로304번길 38,33.3031,126.3176,24시간 이용가능,JE,제주전기자동차서비스,1670-2690,사용중,20210125085514,,50,무료,
10229,신화월드 또똣하우스 전기차충전소,JE043006,1,완속,제주특별자치도 서귀포시 안덕면 신화역사로304번길 38,33.3002,126.3194,24시간 이용가능,JE,(주)제주전기자동차서비스,1670-2690,사용가능,20210123115514,,50,무료,
10230,신화월드 아띠하우스 전기차충전소,JE043007,1,완속,제주특별자치도 서귀포시 안덕면 신화역사로304번길 38,33.296,126.3075,24시간 이용가능,JE,(주)제주전기자동차서비스,1670-2690,사용가능,20210121113514,,50,무료,
10231,신화월드 한국스퀘어 전기차충전소,JE043008,1,완속,제주특별자치도 서귀포시 안덕면 신화역사로304번길 38,33.3041,126.3207,24시간 이용가능,JE,제주전기자동차서비스,1670-2690,사용가능,20210125025515,,50,무료,
10232,신화월드 신화빌라스 2단지 전기차충전소,JE043009,1,완속,제주특별자치도 서귀포시 안덕면 신화역사로304번길 38,33.3024,126.3201,24시간 이용가능,JE,제주전기자동차서비스,1670-2690,사용가능,20210125031514,,50,무료,
10233,신화월드 일본테라스 전기차충전소,JE043010,1,완속,제주특별자치도 서귀포시 안덕면 신화역사로304번길 38,33.3009,126.3199,24시간 이용가능,JE,제주전기자동차서비스,1670-2690,사용가능,20210124121514,,50,무료,
10234,신화월드 신화빌라스 3단지 전기차충전소,JE043011,1,완속,제주특별자치도 서귀포시 안덕면 신화역사로304번길 38,33.3014,126.3187,24시간 이용가능,JE,제주전기자동차서비스,1670-2690,사용가능,20210125031515,,50,무료,
10235,하나은행 제주금융센터,JE044001,1,급속,제주특별자치도 제주시 중앙로 58,33.5128886,126.524374,"주중 08:00~19:00, 주말 09:00~18:00",JE,제주전기자동차서비스,1670-2690,사용가능,20210125101516,,50,무료,
10236,드림타워 전기차충전소 지하3층 A/B구역,JE045001,1,급속,제주특별자치도 제주시 노연로 12,33.4853,126.4815,24시간 이용가능,JE,(주)제주전기자동차서비스,1670-2690,사용가능,20210125033516,,50,무료,
10237,드림타워 전기차충전소 지하3층 C/D구역,JE045002,19,완속,제주특별자치도 제주시 노연로 12,33.4853,126.4815,24시간 이용가능,JE,(주)제주전기자동차서비스,1670-2690,사용가능,20210125035515,,50,무료,
10238,드림타워 전기차충전소 지하3층 E구역,JE045003,42,급속,제주특별자치도 제주시 노연로 12,33.4853,126.4815,24시간 이용가능,JE,(주)제주전기자동차서비스,1670-2690,사용가능,20210124175515,,50,무료,
10239,드림타워 전기차충전소 지하4층 A/B구역,JE045004,1,급속,제주특별자치도 제주시 노연로 12,33.4853,126.4815,24시간 이용가능,JE,(주)제주전기자동차서비스,1670-2690,사용가능,20210124173516,,50,무료,
10240,드림타워 전기차충전소 지하4층 C/D구역,JE045005,27,완속,제주특별자치도 제주시 노연로 12,33.4853,126.4815,24시간 이용가능,JE,(주)제주전기자동차서비스,1670-2690,사용가능,20210124173516,,50,무료,
10241,드림타워 전기차충전소 지하4층 E구역,JE045006,48,급속,제주특별자치도 제주시 노연로 12,33.4853,126.4815,24시간 이용가능,JE,(주)제주전기자동차서비스,1670-2690,사용가능,20210123121515,,50,무료,
10242,일원자동차,JE050001,1,완속,서울특별시 중구 다산로 261,37.566355,127.015817,24시간 이용가능,JE,제주전기자동차서비스,1670-2690,사용가능,20210123121504,,11,무료,
10243,오토월드,JE050002,1,완속,서울특별시 은평구 연서로 104,37.6081988,126.915705,24시간 이용가능,JE,제주전기자동차서비스,1670-2690,사용가능,20210123121504,,11,무료,
10244,오복상사,JE050003,1,완속,서울특별시 은평구 은평로8길 12,37.59928,126.920355,24시간 이용가능,JE,제주전기자동차서비스,1670-2690,사용가능,20210123173505,,11,무료,
10245,상보기업,JE050004,1,완속,서울특별시 구로구 신도림로 11길 9-64,37.5075008,126.879041,24시간 이용가능,JE,제주전기자동차서비스,1670-2690,사용가능,20210119001505,,11,무료,
10246,대명벨리온 지식산업센터,JE050006,1,완속,서울특별시 구로구 경인로 53가길10(구로동) 지하 4층,37.503175,126.874391,24시간 이용가능,JE,제주전기자동차서비스,1670-2690,사용가능,20210125043505,,11,무료,
10247,볏골공원공영주차장,JE050007,1,완속,서울특별시 강서구 까치산로4길 22,37.541806,126.844331,24시간 이용가능,JE,제주전기자동차서비스,1670-2690,사용가능,20210125043506,,11,무료,
10248,강서구의회,JE050008,1,완속,서울특별시 강서구 등촌로 185,37.546446,126.8623,09:00~18:00,JE,제주전기자동차서비스,1670-2690,사용가능,20210125041507,,11,무료,
10249,서울현대교육재단,JE050009,1,완속,서울특별시 영등포구 선유로52길 13,37.535658,126.899823,24시간 이용가능,JE,제주전기자동차서비스,1670-2690,사용가능,20210125051509,,11,무료,
10250,화곡6-1 공영주차장,JE050010,1,완속,서울특별시 강서구 우장산로 114,37.55301,126.848644,24시간 이용가능,JE,제주전기자동차서비스,1670-2690,사용가능,20210125035509,,11,무료,
10251,화곡8-2 공영주차장,JE050011,1,완속,서울특별시 강서구 초록마을로 126,37.537655,126.850385,24시간 이용가능,JE,제주전기자동차서비스,1670-2690,사용가능,20210118185509,,11,무료,
10252,이대서울병원,JE050014,1,완속,서울특별시 강서구 공항대로 260,37.557346,126.836268,24시간 이용가능,JE,제주전기자동차서비스,1670-2690,사용가능,20210118185511,,11,무료,
10253,한솔동의보감,JE050015,1,완속,서울특별시 동대문구 왕산로 109,37.578569,127.035574,09:00~18:00,JE,제주전기자동차서비스,1670-2690,사용가능,20210123043511,,11,무료,
10254,배봉산 숲속도서관,JE050022,1,급속,서울특별시 동대문구,37.5783672,127.0624794,24시간 이용가능,JE,제주전기자동차서비스,1670-2690,사용가능,20210125095513,,11,무료,
10255,창동아우르네,JE050024,1,급속,서울특별시 도봉구 마들로13길 84,37.6553763,127.0480035,24시간 이용가능,JE,제주전기자동차서비스,1670-2690,사용가능,20210125033515,,11,무료,
10256,해담펜션,JE060001,1,완속,인천광역시 강화군 양도면 해안서로 420-48,37.672291,126.409334,24시간 이용가능,JE,제주전기자동차서비스,1670-2690,사용가능,20210125093506,,28,무료,
10257,호텔위드유,JE060003,1,완속,인천광역시 미추홀구 미추홀대로722번길 33,37.461957,126.682263,24시간 이용가능,JE,제주전기자동차서비스,1670-2690,사용가능,20210125053509,,28,무료,
10258,서산갯마을,JE060004,1,완속,인천광역시 강화군,37.639477,126.391758,24시간 이용가능,JE,제주전기자동차서비스,1670-2690,사용가능,20210125055510,,28,무료,
10259,인천시미추홀구청,JE060006,1,완속,인천광역시 미추홀구 독정이로 95,37.46347788,126.6500013,24시간 이용가능,JE,(주)제주전기자동차서비스,1670-2690,사용가능,20210118185513,,28,무료,
10260,현대자동차공업사,JE060007,1,완속,인천광역시 중구 축항대로290번길 134,37.43749156,126.6202171,평일 09:00~18:00,JE,제주전기자동차서비스,1670-2690,사용가능,20210124045513,,28,무료,
10261,동부산아이존빌아파트,JE070033,1,완속,부산광역시 영도구 영선대로 98,35.088336,129.043534,24시간 이용가능,JE,제주전기자동차서비스,1670-2690,사용가능,20210125041507,,26,무료,
10262,영도대원아파트,JE070034,1,완속,부산광역시 영도구 남항새싹길 79,35.082104,129.043482,24시간 이용가능,JE,제주전기자동차서비스,1670-2690,사용가능,20210125051507,,26,무료,
10263,협신자동차서비스 사상서비스,JE070035,1,완속,부산광역시 사상구 가야대로 181,35.150186,128.992449,09:00~18:00,JE,제주전기자동차서비스,1670-2690,사용가능,20210118185507,,26,무료,
10264,KT 모터스,JE070036,1,완속,부산광역시 기장군 정관읍 예림1로 6,35.32433,129.202216,09:00~18:00,JE,제주전기자동차서비스,1670-2690,사용가능,20210124193508,,26,무료,
10265,브라운도트호텔수영,JE070037,1,완속,부산광역시 수영구 망미번영로52번길 112,35.168616,129.114105,24시간 이용가능,JE,제주전기자동차서비스,1670-2690,사용가능,20210125035508,,26,무료,
10266,흥우산업,JE070038,1,완속,부산광역시 영도구 남항로19번길 8,35.089729,129.039068,24시간 이용가능,JE,제주전기자동차서비스,1670-2690,사용가능,20210125041510,,26,무료,
10267,동의대학교,JE070043,1,완속,부산광역시 부산진구 엄광로 176,35.144304,129.036307,24시간 이용가능,JE,제주전기자동차서비스,1670-2690,사용가능,20210125043510,,26,무료,
10268,낙동강오리알,JE070048,1,완속,부산광역시 강서구 상덕로 35-1,35.19258023,128.9072838,24시간 이용가능,JE,(주)제주전기자동차서비스,1670-2690,사용가능,20210125041513,,26,무료,
10269,학장반도보라타운,JE070049,1,완속,부산광역시 사상구 대동로 94,35.13793358,128.9783145,24시간 이용가능,JE,(주)제주전기자동차서비스,1670-2690,사용중,20210125033513,,26,무료,
10270,욱일정보통신,JE080001,1,완속,대구광역시 동구 팔공로29길 55,35.912856,128.635203,09:00~22:00,JE,제주전기자동차서비스,1670-2690,사용가능,20210125015507,,27,무료,
10271,동현카서비스,JE090001,1,완속,대전광역시 중구 보문로 75,36.3131132,127.432727,24시간 이용가능,JE,제주전기자동차서비스,1670-2690,사용가능,20210125041505,,30,무료,
10272,미성카프렌드,JE090002,1,완속,대전광역시 유성구 장대동 325-1,36.364702,127.333468,24시간 이용가능,JE,제주전기자동차서비스,1670-2690,사용가능,20210125083504,,30,무료,
10273,청운카센터,JE090003,1,완속,대전광역시 대덕구 덕암로 203번길 9,36.43875,127.422721,24시간 이용가능,JE,제주전기자동차서비스,1670-2690,사용가능,20210123135505,,30,무료,
10274,이서방묵집,JE090004,1,완속,대전광역시 유성구 관용로 52,36.4146663,127.38197,24시간 이용가능,JE,제주전기자동차서비스,1670-2690,사용가능,20210125023505,,30,무료,
10275,타워코리아나,JE090008,1,완속,대전광역시 유성구 대덕대로 594번지,36.3859194,127.379026,24시간 이용가능,JE,제주전기자동차서비스,1670-2690,사용가능,20210125101505,,30,무료,
10276,유성호텔,JE090009,1,완속,대전광역시 유성구 온천로 9,36.356289,127.338852,24시간 이용가능,JE,제주전기자동차서비스,1670-2690,사용중,20210125083505,,30,무료,
10277,호크마영재캠퍼스,JE090012,1,완속,대전광역시 동구 태전로104번길 51,36.339627,127.422966,09:00~18:00,JE,제주전기자동차서비스,1670-2690,사용가능,20210118185508,,30,무료,
10278,태영이앤씨,JE090013,1,완속,대전광역시 중구 대종로 625,36.336634,127.415398,09:00~18:00,JE,제주전기자동차서비스,1670-2690,사용가능,20210125095508,,30,무료,
10279,행복한집,JE090014,1,완속,대전광역시 서구 신갈마로 242,36.355116,127.369552,09:00~18:00,JE,제주전기자동차서비스,1670-2690,사용가능,20210125043508,,30,무료,
10280,다해자동차공업사,JE090015,1,완속,대전광역시 서구 계룡로232번길 163,36.344452,127.354859,09:00~18:00,JE,제주전기자동차서비스,1670-2690,사용가능,20210125043508,,30,무료,
10281,쉐보레서대전서비스센터,JE090016,1,완속,대전광역시 유성구 계백로 809,36.292217,127.319595,09:00~18:00,JE,제주전기자동차서비스,1670-2690,사용가능,20210125073508,,30,무료,
10282,로또모텔,JE090017,1,완속,대전광역시 유성구 대정로 20,36.313764,127.320181,09:00~18:00,JE,제주전기자동차서비스,1670-2690,사용가능,20210125043508,,30,무료,
10283,카리브모텔,JE090018,1,완속,대전광역시 중구 문창로98번길 31,36.322413,127.433479,09:00~18:00,JE,제주전기자동차서비스,1670-2690,사용가능,20210124215508,,30,무료,
10284,창운교통,JE090021,1,완속,대전광역시 서구 계백로 1400,36.311552,127.377233,09:00~18:00,JE,제주전기자동차서비스,1670-2690,사용가능,20210123203509,,30,무료,
10285,아성전기조명,JE090022,1,완속,대전광역시 중구 인창로 4,36.321721,127.430371,09:00~18:00,JE,제주전기자동차서비스,1670-2690,사용가능,20210125055509,,30,무료,
10286,복흥기업,JE090023,1,완속,대전광역시 유성구 계룡로74번길 74,36.351347,127.337778,09:00~18:00,JE,제주전기자동차서비스,1670-2690,사용가능,20210125041510,,30,무료,
10287,한터,JE090024,1,완속,대전광역시 서구 삼보실길 123,36.223453,127.33474,24시간 이용가능,JE,제주전기자동차서비스,1670-2690,사용가능,20210121173510,,30,무료,
10288,남대전장례식장,JE090025,1,완속,대전광역시 동구 산서로1660번길 142,36.283478,127.463021,09:00~18:00,JE,제주전기자동차서비스,1670-2690,사용가능,20210124135510,,30,무료,
