번호,충전소명,충전소ID,충전기ID,충전기타입,소재지 도로명 주소,위도,경도,이용가능시간,기관ID,운영기관명,관리업체 전화번호,충전기상태,상태갱신일시,충전기용량,지역코드,주차료무료 여부,충전소 안내
4984,용인 신봉마을동일하이빌3단지아파트4,EV001116,1,완속,"경기도 용인시 수지구 신봉3로 25 (신봉동, 신봉마을동일하이빌3단지)",37.32602947,127.0663544,"24시간 이용가능,입주민만 사용가능 거주자외출입제한",EV,에버온,1661-7766,사용가능,20210122051507,,41,무료,입주민만 사용가능 거주자외 출입제한
4985,용인 신봉마을동일하이빌3단지아파트3,EV001117,1,완속,"경기도 용인시 수지구 신봉3로 25 (신봉동, 신봉마을동일하이빌3단지)",37.32609252,127.0664052,"24시간 이용가능,입주민만 사용가능 거주자외출입제한",EV,에버온,1661-7766,사용가능,20210121085807,,41,무료,입주민만 사용가능 거주자 외 출입제한
4986,연천군청,EV001118,1,완속,경기도 연천군 연천읍 연천로 220,38.0965115,127.07526,평일 09시~18시 이용가능,EV,에버온,1661-7766,사용가능,20210120182208,,41,무료,
4987,봉담신명아파트1,EV001119,1,완속,경기도 화성시 봉담읍 와우로34번길 63 (신명아파트),37.21343279,126.9727136,"24시간 이용가능,입주민만 사용가능 거주자외출입제한",EV,에버온,1661-7766,사용가능,20201222052805,,41,무료,입주민만 사용가능 거주자 외 출입제한
4988,봉담신명아파트2,EV001120,1,완속,경기도 화성시 봉담읍 와우로34번길 63 (신명아파트),37.21256766,126.9721901,"24시간 이용가능,입주민만 사용가능 거주자외출입제한",EV,에버온,1661-7766,사용가능,20210124201906,,41,무료,입주민만 사용가능 거주자외 출입제한
4989,정왕3동 주민센터,EV001121,1,완속,경기도 시흥시 정왕대로53번길 38 (정왕동),37.35761023,126.7264484,평일 09시~18시 이용가능,EV,에버온,1661-7766,사용가능,20210124204807,,41,무료,
4990,청주산남대원칸타빌2단지1,EV001122,1,완속,"충청북도 청주시 서원구 산미로 143 (산남동, 대원칸타빌2단지)",36.60912558,127.4747416,"24시간 이용가능,입주민만 사용가능 거주자외출입제한",EV,에버온,1661-7766,사용가능,20210116191807,,43,무료,입주민만 사용가능 거주자외 출입제한
4991,청주산남대원칸타빌2단지2,EV001123,1,완속,"충청북도 청주시 서원구 산미로 143 (산남동, 대원칸타빌2단지)",36.60966861,127.4752814,"24시간 이용가능,입주민만 사용가능 거주자외출입제한",EV,에버온,1661-7766,사용가능,20210119081007,,43,무료,입주민만 사용가능 거주자외 출입제한
4992,유진스웰2차아파트1,EV001124,1,완속,"경기도 고양시 일산서구 일중로15번길 128 (일산동, 유진스웰아파트)",37.68405564,126.767817,"24시간 이용가능,입주민만 사용가능 거주자외출입제한",EV,에버온,1661-7766,사용가능,20210124134207,,41,무료,입주민만 사용가능 거주자외 출입제한
4993,유진스웰2차아파트2,EV001125,1,완속,"경기도 고양시 일산서구 일중로15번길 128 (일산동, 유진스웰아파트)",37.68394589,126.7674478,"24시간 이용가능,입주민만 사용가능 거주자외출입제한",EV,에버온,1661-7766,사용가능,20210119034807,,41,무료,입주민만 사용가능 거주자 외 출입제한
4994,강선마을7단지1,EV001126,1,완속,"경기도 고양시 일산서구 강선로 71 (주엽동, 강선마을7단지아파트)",37.67059124,126.7640833,"24시간 이용가능,입주민만 사용가능 거주자외출입제한",EV,에버온,1661-7766,사용가능,20210113123707,,41,무료,입주민만 사용가능 거주자 외 출입제한
4995,강선마을7단지2,EV001127,1,완속,"경기도 고양시 일산서구 강선로 71 (주엽동, 강선마을7단지아파트)",37.67105357,126.7632488,"24시간 이용가능,입주민만 사용가능 거주자외출입제한",EV,에버온,1661-7766,사용가능,20210124222108,,41,무료,입주민만 사용가능 거주자외 출입제한
4996,강선마을7단지3,EV001128,1,완속,"경기도 고양시 일산서구 강선로 71 (주엽동, 강선마을7단지아파트)",37.6715542,126.7635419,"24시간 이용가능,입주민만 사용가능 거주자외출입제한",EV,에버온,1661-7766,사용가능,20210110132307,,41,무료,입주민만 사용가능 거주자 외 출입제한
4997,오정생활휴먼시아1단지1,EV001129,1,완속,"경기도 부천시 오정로251번길 39 (오정동, 오정생활휴먼시아1단지아파트)",37.53156057,126.7833649,"24시간 이용가능,입주민만 사용가능 거주자외출입제한",EV,에버온,1661-7766,사용가능,20210125040308,,41,무료,입주민만 사용가능 거주자외 출입제한
4998,오정생활휴먼시아1단지2,EV001130,1,완속,"경기도 부천시 오정로251번길 39 (오정동, 오정생활휴먼시아1단지아파트)",37.5309279,126.782292,"24시간 이용가능,입주민만 사용가능 거주자외출입제한",EV,에버온,1661-7766,사용가능,20210121171107,,41,무료,입주민만 사용가능 거주자 외 출입제한
4999,만현마을8단지두산위브아파트802동,EV001131,1,완속,"경기도 용인시 수지구 만현로 127 (상현동, 만현마을8단지두산위브아파트)",37.30560825,127.0862114,"24시간 이용가능,입주민만 사용가능 거주자외출입제한",EV,에버온,1661-7766,사용가능,20210125092607,,41,무료,입주민만 사용가능 거주자외 출입제한
5000,만현마을8단지두산위브아파트804동,EV001132,1,완속,"경기도 용인시 수지구 만현로 127 (상현동, 만현마을8단지두산위브아파트)",37.3048781,127.0866448,"24시간 이용가능,입주민만 사용가능 거주자외출입제한",EV,에버온,1661-7766,사용가능,20210125015808,,41,무료,입주민만 사용가능 거주자 외 출입제한
5001,만현마을8단지두산위브아파트807동,EV001133,1,완속,"경기도 용인시 수지구 만현로 127 (상현동, 만현마을8단지두산위브아파트)",37.30502131,127.0879309,"24시간 이용가능,입주민만 사용가능 거주자외출입제한",EV,에버온,1661-7766,사용가능,20210125084707,,41,무료,입주민만 사용가능 거주자외 출입제한
5002,길음뉴타운10단지라온유아파트,EV001134,1,완속,"서울특별시 성북구 정릉로 307 (정릉동, 라온유 아파트)",37.60316632,127.0180117,"24시간 이용가능,입주민만 사용가능 거주자외출입제한",EV,에버온,1661-7766,사용가능,20210103182807,,11,무료,입주민만 사용가능 거주자외 출입제한
5003,유진스웰1차아파트,EV001135,1,완속,"경기도 고양시 일산서구 고양대로 638 (일산동, 유진스웰아파트)",37.68515524,126.7673391,"24시간 이용가능,입주민만 사용가능 거주자외출입제한",EV,에버온,1661-7766,사용가능,20210102142805,,41,무료,입주민만 사용가능 거주자 외 출입제한
5004,래미안노블클래스1단지,EV001136,1,완속,"경기도 수원시 팔달구 권광로 246 (인계동, 래미안 노블클래스)",37.26982209,127.037014,24시간 이용가능,EV,에버온,1661-7766,사용가능,20210125094408,,41,무료,
5005,래미안노블클래스2단지,EV001137,1,완속,"경기도 수원시 팔달구 권광로 246 (인계동, 래미안 노블클래스)",37.26783632,127.0335801,"24시간 이용가능,입주민만 사용가능 거주자외출입제한",EV,에버온,1661-7766,사용가능,20210120020609,,41,무료,입주민만 사용가능 거주자 외 출입제한
5006,시흥능곡우남퍼스트빌2차,EV001138,1,완속,"경기도 시흥시 능곡중앙로 120 (능곡동, 우남퍼스트빌 2차아파트)",37.37422728,126.8132175,"24시간 이용가능,입주민만 사용가능 거주자외출입제한",EV,에버온,1661-7766,사용가능,20210125024208,,41,무료,입주민만 사용가능 거주자외 출입제한
5007,에이텍 빌딩,EV001139,1,완속,경기도 성남시 분당구 판교로 289 (삼평동),37.40352124,127.1060774,-,EV,에버온,1661-7766,사용가능,20210121183707,,41,무료,
5008,마두2동 행정복지센터,EV001140,1,완속,경기도 고양시 일산동구 강송로 166 (마두동),37.6535909,126.7844569,평일 09시~18시 이용가능,EV,에버온,1661-7766,사용가능,20210123032107,,41,무료,
5009,동탄2 레이크빌아파트2606동,EV001141,1,완속,"경기도 화성시 동탄대로9길 20 (송동, 동탄2 LH 26단지 아파트 A65BL)",37.17705677,127.1023705,"24시간 이용가능,입주민만 사용가능 거주자외출입제한",EV,에버온,1661-7766,사용가능,20210123060907,,41,무료,입주민만 사용가능 거주자외 출입제한
5010,동탄2 레이크빌아파트2602동,EV001142,1,완속,"경기도 화성시 동탄대로9길 20 (송동, 동탄2 LH 26단지 아파트 A65BL)",37.17558274,127.1032919,"24시간 이용가능,입주민만 사용가능 거주자외출입제한",EV,에버온,1661-7766,사용가능,20210124213208,,41,무료,입주민만 사용가능 거주자 외 출입제한
5011,미송평화하이존아파트1,EV001143,1,완속,"전라북도 전주시 완산구 모악로 4681 (평화동2가, 미송평화하이존)",35.78750984,127.1285715,"24시간 이용가능,입주민만 사용가능 거주자외출입제한",EV,에버온,1661-7766,사용가능,20210122185507,,45,무료,입주민만 사용가능 거주자외 출입제한
5012,미송평화하이존아파트2,EV001144,1,완속,"전라북도 전주시 완산구 모악로 4681 (평화동2가, 미송평화하이존)",35.78714944,127.1284713,"24시간 이용가능,입주민만 사용가능 거주자외출입제한",EV,에버온,1661-7766,사용가능,20210119164807,,45,무료,입주민만 사용가능 거주자외 출입제한
5013,우성삼천2차아파트1,EV001145,1,완속,"전라북도 전주시 완산구 삼천천변2길 51 (삼천동1가, 우성2차아파트)",35.79696171,127.1153862,"24시간 이용가능,입주민만 사용가능 거주자외출입제한",EV,에버온,1661-7766,사용가능,20210124021508,,45,무료,입주민만 사용가능 거주자외 출입제한
5014,우성삼천2차아파트2,EV001146,1,완속,"전라북도 전주시 완산구 삼천천변2길 51 (삼천동1가, 우성2차아파트)",35.7969953,127.1155937,"24시간 이용가능,입주민만 사용가능 거주자외출입제한",EV,에버온,1661-7766,사용가능,20201222053106,,45,무료,입주민만 사용가능 거주자외 출입제한
5015,전주 아중마을아남아파트,EV001147,1,완속,"전라북도 전주시 덕진구 한배미로 5 (인후동1가, 아중아남아파트)",35.82566018,127.1671088,"24시간 이용가능,입주민만 사용가능 거주자외출입제한",EV,에버온,1661-7766,사용가능,20201222052205,,45,무료,입주민만 사용가능 거주자외 출입제한
5016,서신현대아파트1,EV001148,1,완속,"전라북도 전주시 완산구 서신로 90 (서신동, 현대아파트)",35.83269286,127.1170344,"24시간 이용가능,입주민만 사용가능 거주자외출입제한",EV,에버온,1661-7766,사용가능,20210122005208,,45,무료,입주민만 사용가능 거주자외 출입제한
5017,서신현대아파트2,EV001149,1,완속,"전라북도 전주시 완산구 서신로 90 (서신동, 현대아파트)",35.83319776,127.1168304,"24시간 이용가능,입주민만 사용가능 거주자외출입제한",EV,에버온,1661-7766,사용가능,20210120203208,,45,무료,입주민만 사용가능 거주자외 출입제한
5018,중화산동신일아파트1,EV001150,1,완속,"전라북도 전주시 완산구 서원로 386 (중화산동1가, 신일아파트)",35.81379999,127.1364644,"24시간 이용가능,입주민만 사용가능 거주자외출입제한",EV,에버온,1661-7766,사용가능,20210122214609,,45,무료,입주민만 사용가능 거주자외 출입제한
5019,중화산동신일아파트2,EV001151,1,완속,"전라북도 전주시 완산구 서원로 386 (중화산동1가, 신일아파트)",35.81325041,127.1363031,"24시간 이용가능,입주민만 사용가능 거주자외출입제한",EV,에버온,1661-7766,사용가능,20210109145806,,45,무료,입주민만 사용가능 거주자외 출입제한
5020,마곡엠밸리15단지1504동,EV001152,1,완속,"서울특별시 강서구 마곡중앙로 36 (마곡동, 마곡엠밸리15단지)",37.55712484,126.8290931,"24시간 이용가능,입주민만 사용가능 거주자외출입제한",EV,에버온,1661-7766,사용가능,20210116010808,,11,무료,입주민만 사용가능 거주자외 출입제한
5021,마곡엠밸리15단지1508동,EV001153,1,완속,"서울특별시 강서구 마곡중앙로 36 (마곡동, 마곡엠밸리15단지)",37.55615172,126.8290614,"24시간 이용가능,입주민만 사용가능 거주자외출입제한",EV,에버온,1661-7766,사용가능,20201226220607,,11,무료,입주민만 사용가능 거주자외 출입제한
5022,마곡엠밸리15단지1512동,EV001154,1,완속,"서울특별시 강서구 마곡중앙로 36 (마곡동, 마곡엠밸리15단지)",37.55666287,126.8273966,"24시간 이용가능,입주민만 사용가능 거주자외출입제한",EV,에버온,1661-7766,사용가능,20210122091907,,11,무료,입주민만 사용가능 거주자외 출입제한
5023,마곡엠밸리15단지1513동,EV001155,1,완속,"서울특별시 강서구 마곡중앙로 36 (마곡동, 마곡엠밸리15단지)",37.55766315,126.8275188,"24시간 이용가능,입주민만 사용가능 거주자외출입제한",EV,에버온,1661-7766,사용가능,20210115221008,,11,무료,입주민만 사용가능 거주자외 출입제한
5024,마곡엠밸리15단지1505동A,EV001156,1,완속,"서울특별시 강서구 마곡중앙로 36 (마곡동, 마곡엠밸리15단지)",37.55667341,126.8284491,"24시간 이용가능,입주민만 사용가능 거주자외출입제한",EV,에버온,1661-7766,사용가능,20210107235508,,11,무료,입주민만 사용가능 거주자외 출입제한
5025,마곡엠밸리15단지1505동C,EV001157,1,완속,"서울특별시 강서구 마곡중앙로 36 (마곡동, 마곡엠밸리15단지)",37.55665542,126.8284661,"24시간 이용가능,입주민만 사용가능 거주자외출입제한",EV,에버온,1661-7766,사용가능,20210123165307,,11,무료,입주민만 사용가능 거주자외 출입제한
5026,인천광명14차아파트1,EV001158,1,완속,"인천광역시 남동구 담방로21번길 24 (만수동, 광명아파트)",37.44253185,126.7366353,"24시간 이용가능,입주민만 사용가능 거주자외출입제한",EV,에버온,1661-7766,사용가능,20201225233507,,28,무료,입주민만 사용가능 거주자외 출입제한
5027,인천광명14차아파트2,EV001159,1,완속,"인천광역시 남동구 담방로21번길 24 (만수동, 광명아파트)",37.44252344,126.7369065,"24시간 이용가능,입주민만 사용가능 거주자외출입제한",EV,에버온,1661-7766,사용가능,20210119121108,,28,무료,입주민만 사용가능 거주자외 출입제한
